  -34.914000000000001        1.5061899952691606E-005
  -34.828000000000003        1.5161146401872761E-005
  -34.742000000000004        1.5261389947303138E-005
  -34.656000000000006        1.5362644223951877E-005
  -34.570000000000007        1.5464923106047825E-005
  -34.484000000000009        1.5568240712286659E-005
  -34.398000000000010        1.5672611411175569E-005
  -34.312000000000012        1.5778049826520101E-005
  -34.226000000000013        1.5884570843057437E-005
  -34.140000000000015        1.5992189612240844E-005
  -34.054000000000016        1.6100921558180334E-005
  -33.968000000000018        1.6210782383744402E-005
  -33.882000000000019        1.6321788076828190E-005
  -33.796000000000021        1.6433954916793503E-005
  -33.710000000000022        1.6547299481086237E-005
  -33.624000000000024        1.6661838652037504E-005
  -33.538000000000025        1.6777589623853938E-005
  -33.452000000000027        1.6894569909804121E-005
  -33.366000000000028        1.7012797349607431E-005
  -33.280000000000030        1.7132290117032348E-005
  -33.194000000000031        1.7253066727711239E-005
  -33.108000000000033        1.7375146047179229E-005
  -33.022000000000034        1.7498547299144800E-005
  -32.936000000000035        1.7623290074000234E-005
  -32.850000000000037        1.7749394337580506E-005
  -32.764000000000038        1.7876880440178852E-005
  -32.678000000000040        1.8005769125828999E-005
  -32.592000000000041        1.8136081541862723E-005
  -32.506000000000043        1.8267839248753314E-005
  -32.420000000000044        1.8401064230254974E-005
  -32.334000000000046        1.8535778903849054E-005
  -32.248000000000047        1.8672006131508550E-005
  -32.162000000000049        1.8809769230792327E-005
  -32.076000000000050        1.8949091986281894E-005
  -31.990000000000052        1.9089998661373015E-005
  -31.904000000000053        1.9232514010436057E-005
  -31.818000000000055        1.9376663291359008E-005
  -31.732000000000056        1.9522472278487640E-005
  -31.646000000000058        1.9669967275978699E-005
  -31.560000000000059        1.9819175131581638E-005
  -31.474000000000061        1.9970123250866253E-005
  -31.388000000000062        2.0122839611913599E-005
  -31.302000000000064        2.0277352780488713E-005
  -31.216000000000065        2.0433691925714745E-005
  -31.130000000000067        2.0591886836268555E-005
  -31.044000000000068        2.0751967937119221E-005
  -30.958000000000069        2.0913966306831960E-005
  -30.872000000000071        2.1077913695460775E-005
  -30.786000000000072        2.1243842543054577E-005
  -30.700000000000074        2.1411785998802816E-005
  -30.614000000000075        2.1581777940847726E-005
  -30.528000000000077        2.1753852996791880E-005
  -30.442000000000078        2.1928046564931284E-005
  -30.356000000000080        2.2104394836245764E-005
  -30.270000000000081        2.2282934817179877E-005
  -30.184000000000083        2.2463704353249769E-005
  -30.098000000000084        2.2646742153512978E-005
  -30.012000000000086        2.2832087815940396E-005
  -29.926000000000087        2.3019781853731478E-005
  -29.840000000000089        2.3209865722616625E-005
  -29.754000000000090        2.3402381849192301E-005
  -29.668000000000092        2.3597373660337983E-005
  -29.582000000000093        2.3794885613765959E-005
  -29.496000000000095        2.3994963229758539E-005
  -29.410000000000096        2.4197653124150292E-005
  -29.324000000000098        2.4403003042615950E-005
  -29.238000000000099        2.4611061896328810E-005
  -29.152000000000100        2.4821879799058031E-005
  -29.066000000000102        2.5035508105777145E-005
  -28.980000000000103        2.5251999452861214E-005
  -28.894000000000105        2.5471407799954182E-005
  -28.808000000000106        2.5693788473593334E-005
  -28.722000000000108        2.5919198212683534E-005
  -28.636000000000109        2.6147695215919283E-005
  -28.550000000000111        2.6379339191259646E-005
  -28.464000000000112        2.6614191407567269E-005
  -28.378000000000114        2.6852314748530583E-005
  -28.292000000000115        2.7093773768996165E-005
  -28.206000000000117        2.7338634753846383E-005
  -28.120000000000118        2.7586965779567406E-005
  -28.034000000000120        2.7838836778661932E-005
  -27.948000000000121        2.8094319607072364E-005
  -27.862000000000123        2.8353488114791497E-005
  -27.776000000000124        2.8616418219850639E-005
  -27.690000000000126        2.8883187985888826E-005
  -27.604000000000127        2.9153877703521438E-005
  -27.518000000000129        2.9428569975743212E-005
  -27.432000000000130        2.9707349807617624E-005
  -27.346000000000132        2.9990304700524187E-005
  -27.260000000000133        3.0277524751256044E-005
  -27.174000000000134        3.0569102756282451E-005
  -27.088000000000136        3.0865134321516363E-005
